ID,Description,Entry_ID
stickend-1,  stickend,1052-buszke
EndeeinesBodenstuckes-1, Ende eines Bodenstückes,1053-butu
Ende-1,   Ende,1053-butu
Ende-2, Ende,1170-cel
Ende-3,Ende,2310-ex
Ende-4, Ende,2395-farok
Ende-5, Ende,2562-finale
Ende-6,  Ende,6678-omega
Ende-7, Ende,7345-pont
Ende-8,  Ende,8249-slussz
Ende-9, Ende,8944-szunik
Ende-10,  Ende,9222-teto
Ende-11,  Ende,9612-uto
Ende-12,  Ende,9790-veg
AuswuchsbesanZehenodFingern-1, Auswuchs 〈bes an Zehen od Fingern〉,1054-butyok
Schwarzkunstler-1,  Schwarzkünstler,1055-buvesz
Schwarzkunstler-2,Schwarzkünstler,2908-garaboncias
magisch-1, magisch,1056-buvos
Geruch-1,Geruch,1057-buz
Geruch-2, Geruch〉,2649-fojt
Geruch-3, Geruch,2848-fust
Geruch-4,  Geruch,3837-illat
Geruch-5,  Geruch,3993-iz
Geruch-6,Geruch,8503-szag
Geruch-7,  Geruch,8750-szesz
Geruch-8, Geruch〉,9190-terul
schlechterRuf-1,  schlechter Ruf,1057-buz
unangenehmauffallendeArteinerschlechtenCharaktereigenschaft-1,  unangenehm auffallende Art einer schlechten Charaktereigenschaft,1057-buz
brenzligeSituation-1,  brenzlige Situation,1057-buz
faulen-1,  faulen,1057-buz
faulen-2,faulen,7883-rohad
faulen-3,  faulen,7910-romlik
faulen-4,faulen,7926-roshad
faulen-5,faulen,7938-rothad
faulen-6,  faulen,8046-senyved
stinken-1,  stinken,1057-buz
Schnecke-1,Schnecke,1132-csiga
Schnecke-2,Schnecke,1497-csiga
Schnecke-3,  Schnecke,1498-csigabiga
Schnecke-4,Schnecke,4225-kagylo
Schnecke-5,Schnecke,7578-puzsa
Folterseil-1,  Folterseil,1132-csiga
Folterseil-2,  Folterseil,1497-csiga
Wirbelbein-1,  Wirbelbein,1132-csiga
Wirbelbein-2,  Wirbelbein,1497-csiga
Wirbelbein-3,Wirbelbein,1500-csigolya
Wirbelbein-4,  Wirbelbein,2970-gereb
Kreisel-1,  Kreisel,1132-csiga
Kreisel-2,  Kreisel,1497-csiga
Kreisel-3,  Kreisel,6987-pata
Schneckennudeln-1,  Schneckennudeln,1132-csiga
Schneckennudeln-2,  Schneckennudeln,1497-csiga
hauptselqualen-1,  〈haupts el- 〉quälen,1132-csiga
hauptsfelspannendmachen-1,  〈haupts fel-〉spannend machen,1132-csiga
schneckenformig-1,  schneckenförmig,1132-csiga
schneckenformig-2,  schneckenförmig,1497-csiga
lockig-1,  lockig,1132-csiga
lockig-2,  lockig,1497-csiga
Schlamm-1,Schlamm,1133-cafat
Schlamm-2,  Schlamm,2496-fenyer
Schlamm-3,  Schlamm,3978-iszap
Schlamm-4, Schlamm〉,4828-kormed
Schlamm-5,  Schlamm,6989-patak
Schlamm-6, Schlamm,7997-rucsok
Schlamm-7,  Schlamm,9509-turha
KotamKleide-1, Kot am Kleide,1133-cafat
Lappen-1,  Lappen,1133-cafat
Lappen-2,Lappen,1302-condra
Lappen-3,  Lappen,2422-fecni
Lappen-4, Lappen,5417-lafanc
Fetzen-1, Fetzen,1133-cafat
Fetzen-2, Fetzen,1302-condra
Fetzen-3,  Fetzen,1311-cudar
Fetzen-4,Fetzen,2673-foncsika
Fetzen-5,Fetzen,2674-foncs
Fetzen-6,  Fetzen,4391-kapca
Fleischfetzen-1, Fleischfetzen,1133-cafat
schlampig-1,  schlampig,1133-cafat
schlampig-2,  schlampig,1159-cefet
schlampig-3,  schlampig,5417-lafanc
schlampig-4,  schlampig,5576-lepcses
schlampig-5,  schlampig,6857-pacuha
schlampig-6,  schlampig,7985-rusnya
schlampig-7,  schlampig,9449-trehany
kotig-1,kotig,1134-cafatos
kotig-2,kotig,6300-murcos
zerrissen-1,  zerrissen,1134-cafatos
zerrissen-2,zerrissen,4620-keshedt
zerlumpt-1, zerlumpt,1134-cafatos
zerlumpt-2,  zerlumpt,1302-condra
zerlumpt-3,zerlumpt,5693-loncsos
zerlumpt-4, zerlumpt,7916-ronda
zerlumpt-5, zerlumpt,7920-rongyos
zerlumpt-6, zerlumpt,8242-slampet
zerlumpt-7, zerlumpt,8264-snassz
zerlumpt-8, zerlumpt,8448-susnya
zerlumpt-9,zerlumpt,9322-toprongyos
zerlumpt-10,zerlumpt,9449-trehany
Weibpejor-1, Weib 〈pejor〉,1135-cafka
widerlegen-1,widerlegen,1136-cafol
widerrufen-1,  widerrufen,1136-cafol
zurucktreten-1,  zurücktreten,1136-cafol
niedertretenGras-1,  niedertreten 〈Gras,1136-cafol
Saat-1, Saat〉,1136-cafol
Saat-2,  Saat,9068-tarlo
imSchlammzotteln-1, im Schlamm zotteln,1136-cafol
GesellschaftineinerSpinnstube-1,  Gesellschaft in einer Spinnstube,1137-cafra
ArtHaube-1,Art Haube,1138-cafrang
ArtHaube-2,  Art Haube,2603-fityula
ArtHaube-3,  Art Haube,5129-korneta
Satteldecke-1,  Satteldecke,1138-cafrang
Satteldecke-2,Satteldecke,3294-hagyman
Pferdedecke-1, Pferdedecke,1138-cafrang
herabhangendesZierwerk-1,  herabhängendes Zierwerk,1138-cafrang
herabhangendesZierwerk-2,  herabhängendes Zierwerk,1304-colonk
herabhangendesZierwerk-3, herabhängendes Zierwerk,2588-fitak
herabhangendesZierwerk-4,  herabhängendes Zierwerk,5582-lepentyu
auerlicherAufputz-1, äußerlicher Aufputz,1138-cafrang
Matsch-1,  Matsch,1138-cafrang
Matsch-2, Matsch,1159-cefet
Matsch-3, Matsch,4129-kast
Matsch-4, Matsch,4521-kast
Matsch-5,Matsch,5494-latyak
Matsch-6,Matsch,5667-locspocs
Matsch-7,  Matsch,5684-lom
Quatsch-1, Quatsch,1138-cafrang
Quatsch-2, Quatsch,5667-locspocs
militRustung-1,milit Rüstung,1139-cajg
ArtHefe-1,  Art Hefe,1139-cajg
ArtKleiderstoff-1,  Art Kleiderstoff,1139-cajg
ArtKleiderstoff-2,Art Kleiderstoff,4787-kisznicer
landwirtschaftlichesGerat-1,  landwirtschaftliches Gerät,1139-cajg
RauchgeratPfeife-1,  Rauchgerät 〈Pfeife,1139-cajg
Tabaksackusw-1, Tabaksack usw〉,1139-cajg
Zackenlitze-1,Zackenlitze,1140-cakni
zackigeBordure-1, zackige Bordüre,1140-cakni
Haarwelle-1,  Haarwelle,1140-cakni
Storch-1,Storch,1141-cako
Storch-2,Storch,2285-eszterag
Storch-3,Storch,3036-golya
Storch-4,Storch,5169-koszta
mitvolligemMarschgepack-1,mit völligem Marschgepäck,1142-cakompakk
mitSackundPack-1, mit Sack und Pack,1142-cakompakk
allesinallem-1, alles in allem,1142-cakompakk
vorbereitet-1,  vorbereitet,1142-cakompakk
reisebereif-1, reisebereif,1142-cakompakk
jmalleHabseligkeiten-1,  jm alle Habseligkeiten,1142-cakompakk
Marschgepack-1,  Marschgepäck,1142-cakompakk
ArtSpeise-1,  Art Speise,1142-cakompakk
Gericht-1, Gericht,1142-cakompakk
Gericht-2,  Gericht,1192-cenzura
Gericht-3, Gericht,8633-szek
Gericht-4,  Gericht,8989-tal
Gericht-5,  Gericht,9410-torveny
herumschleichen-1,herumschleichen,1143-cammog
herumschleichen-2,herumschleichen,1415-cselleng
herumschleichen-3,  herumschleichen,1659-csuszik
herumschleichen-4,  herumschleichen,5224-kontorfarol
herumschleichen-5,  herumschleichen,6661-olalkodik
herumschleichen-6,herumschleichen,8074-settenkedik
herumschleichen-7,  herumschleichen,8299-soral
trotten-1,  trotten,1143-cammog
trotten-2,  trotten,1146-cankozik
trotten-3, trotten,4321-kammog
trotten-4,  trotten,4659-kecel
trotten-5,  trotten,4915-kocog
trotten-6,trotten,5304-kullog
trotten-7,trotten,9359-totyog
WeibchendesSchafes-1,Weibchen des Schafes,1144-canga
SchafherdeohneLammer-1,  Schafherde ohne Lämmer,1144-canga
liederlichesFrauenzimmer-1,  liederliches Frauenzimmer,1144-canga
liederlichesFrauenzimmer-2,  liederliches Frauenzimmer,7736-remonda
Mastschwein-1,  Mastschwein,1144-canga
Mastschwein-2,  Mastschwein,3615-hizik
SchafohneLAmm-1,  〈Schaf〉 ohne LAmm,1144-canga
milchend-1,  milchend,1144-canga
unformig-1,  unförmig,1144-canga
unformig-2,  unförmig,1425-csempesz
unfruchtbar-1,  unfruchtbar,1144-canga
unfruchtbar-2,  unfruchtbar,5767-mag
unfruchtbar-3,unfruchtbar,5967-meddo
unfruchtbar-4,unfruchtbar,8383-steril
RestvonBier-1,Rest von Bier,1145-canko
Branntwein-1, Branntwein,1145-canko
Branntwein-2,Branntwein,3148-gugyi
Branntwein-3, Branntwein,6801-palinka
Branntwein-4,  Branntwein,6898-papramorgo
Branntwein-5,Branntwein,8262-snapsz
Branntwein-6,  Branntwein,8646-szekszena
Wein-1, Wein,1145-canko
Wein-2, Wein〉,1360-csamporodik
Wein-3,  Wein,4333-kanaforia
Wein-4, Wein,6307-muskotaly
Wein-5, Wein〉,7132-pezsdul
Wein-6, Wein,7409-pozsog
Wein-7,  Wein-,8411-stucli
Wein-8, Wein,9919-vinko
sauererWein-1,  sauerer Wein,1145-canko
fortgehen-1,fortgehen,1146-cankozik
fortgehen-2,fortgehen,9099-tavozik
herumstreichen-1,  herumstreichen,1146-cankozik
herumstreichen-2,  herumstreichen,1357-csamborodik
herumstreichen-3, herumstreichen,4243-kajtat
herumstreichen-4,herumstreichen,4279-kalezol
herumstreichen-5,  herumstreichen,4905-koborol
herumstreichen-6,herumstreichen,5190-koval
herumstreichen-7,herumstreichen,5276-kujtorog
herumstreichen-8,  herumstreichen,5313-kuncsorog
herumstreichen-9,herumstreichen,5342-kuritol
herumstreichen-10,  herumstreichen,7119-peszterkedik
herumstreichen-11,  herumstreichen,9737-vandorol
verschnittenesmannlichesTier-1,verschnittenes männliches Tier,1147-cap
alterbartigerMann-1,  alter bärtiger Mann,1147-cap
ArtLeder-1,Art Leder,1148-capa
Chargin-1, Chargin,1148-capa
granuliertgetriebeneEdelmetallOberflache-1,  granuliert getriebene Edelmetall-Oberfläche,1148-capa
Haifisch-1,Haifisch,1149-capa
Haifisch-2, Haifisch,2022-ebhal
alterMatrose-1,  alter Matrose,1149-capa
rucksichtsloserAusbeuter-1,  rücksichtsloser Ausbeuter,1149-capa
Zapfenstreich-1,Zapfenstreich,1150-capistrang
Zapfenstreich-2,  Zapfenstreich,8982-takarodik
imSchlammwaten-1,im Schlamm waten,1151-cappolodik
russischerHerrscher-1,russischer Herrscher,1152-car
bulgarischerMonarch-1,  bulgarischer Monarch,1152-car
Stute-1,Stute,1153-cavira
Stute-2,Stute,4184-kabala
Stute-3,Stute,4202-kacola
Stute-4,  Stute,4339-kanca
89jahrigesMadchen-1,  8– 9jähriges Mädchen,1153-cavira
leichtblutiges-1,  leichtblütiges,1153-cavira
lebhaftesjungesMadchen-1, lebhaftes junges Mädchen,1153-cavira
Rechnung-1,Rechnung,1154-cech
Zecherei-1,Zecherei,1155-ceco
Zecherei-2,Zecherei,1841-dinomdanom
Zecherei-3, Zecherei,3279-hacacare
Zecherei-4, Zecherei,6301-muri
Zecherei-5, Zecherei,7829-ricsaj
Radau-1,  Radau,1155-ceco
Radau-2, Radau,7829-ricsaj
Radau-3, Radau,10077-zri
Radau-4, Radau,10140-zsinagoga
Radau-5, Radau,10142-zsinat
Krawall-1, Krawall,1155-ceco
Krawall-2, Krawall,1530-csimbum
Krawall-3,  Krawall,4264-kalaka
Krawall-4, Krawall,6301-muri
Krawall-5, Krawall,6990-patalia
Krawall-6,  Krawall,7829-ricsaj
Krawall-7, Krawall,7984-rumli
Zeremonien-1,  Zeremonien,1155-ceco
uberflussigeUmstandlichkeif-1, überflüssige Umständlichkeif,1155-ceco
uberflussigeUmstandlichkeif-2, überflüssige Umständlichkeif,1193-ceremonia
schelmisch-1,schelmisch,1156-ceda
schelmisch-2, schelmisch,1803-dezentor
schelmisch-3,  schelmisch,2023-ebhendi
schelmisch-4,  schelmisch,3352-hamis
schelmisch-5,  schelmisch,7453-pribek
schelmisch-6,  schelmisch,10150-zsivany
gefallsuchtig-1, gefallsüchtig,1156-ceda
gefallsuchtig-2,  gefallsüchtig,3608-hiu
gefallsuchtig-3, gefallsüchtig,6377-negedes
gefallsuchtig-4,  gefallsüchtig,6472-nyalka
frech-1,  frech,1156-ceda
frech-2, frech,2873-galad
frech-3,frech,6484-nyegle
frech-4, frech,7175-pimasz
frech-5, frech,8663-szem
liederlichFrauenzimmer-1,  liederlich 〈Frauenzimmer〉,1156-ceda
liederlichFrauenzimmer-2,  liederlich 〈Frauenzimmer〉,1176-cemende
liederlichFrauenzimmer-3,  liederlich 〈Frauenzimmer〉,1181-cemende
geringwertigKleidung-1,  geringwertig 〈Kleidung〉,1156-ceda
geringwertigKleidung-2,geringwertig 〈Kleidung〉,1176-cemende
geringwertigKleidung-3,geringwertig 〈Kleidung〉,1181-cemende
unordentlich-1,  unordentlich,1156-ceda
unordentlich-2,  unordentlich,1302-condra
unordentlich-3,  unordentlich,1542-csintalan
unordentlich-4, unordentlich,6846-panyoka
unordentlich-5,  unordentlich,7916-ronda
unordentlich-6, unordentlich,8243-slendrian
Zeder-1,Zeder,1157-cedrus
Platane-1,  Platane,1157-cedrus
Platane-2,  Platane,4046-jegenye
Platane-3,Platane ,7269-platan
Pechkiefer-1,  Pechkiefer,1157-cedrus
Akazie-1,  Akazie,1157-cedrus
kleinerZettel-1,kleiner Zettel,1158-cedula
kurzeAufzeichnungbesinbezugaufeineamtlicheAngelegenheit-1,  kurze Aufzeichnung 〈bes in bezug auf eine amtliche Angelegenheit〉,1158-cedula
Kot-1,  Kot,1159-cefet
Kot-2, Kot,2900-gane
Kot-3, Kot,7294-pocsolya
Kot-4, Kot,8138-sar
Kot-5,Kot,9729-valyog
Kot-6,  Kot,10059-zok
schmutzig-1,  schmutzig,1159-cefet
schmutzig-2, schmutzig,1387-csatakos
schmutzig-3, schmutzig,1578-csoda
schmutzig-4, schmutzig,1708-dancs
schmutzig-5, schmutzig,5576-lepcses
schmutzig-6, schmutzig,5667-locspocs
schmutzig-7, schmutzig,5693-loncsos
schmutzig-8, schmutzig,6300-murcos
schmutzig-9,  schmutzig,7434-pranda
schmutzig-10,  schmutzig,7563-puruttya
schmutzig-11,  schmutzig,7685-redves
schmutzig-12,  schmutzig,7798-reves
schmutzig-13,  schmutzig,7914-roncos
schmutzig-14,  schmutzig,7916-ronda
schmutzig-15,schmutzig,7985-rusnya
schmutzig-16, schmutzig,7991-rut
schmutzig-17,schmutzig,8448-susnya
schmutzig-18, schmutzig,8675-szemet
schmutzig-19,schmutzig,8707-szennyes
schmutzig-20,  schmutzig,8926-szurok
schmutzig-21,schmutzig,8927-szurtos
schmutzig-22,schmutzig,8934-szutykos
schmutzig-23,schmutzig,8973-tajdok
dreckig-1, dreckig,1159-cefet
dreckig-2, dreckig,8927-szurtos
hunmiserabel-1,  hunmiserabel,1159-cefet
tuchtig-1,  tüchtig,1159-cefet
tuchtig-2, tüchtig,1782-derek
tuchtig-3, tüchtig,4067-joforman
tuchtig-4, tüchtig,8057-sereny
MaischezumSchnapsbrennen-1,  Maische zum Schnapsbrennen,1160-cefre
Firma-1,Firma,1161-ceg
Firma-2,  Firma,2582-firma
Firma-3, Firma,3450-haz
Aushangeschild-1,  Aushängeschild,1161-ceg
Aushangeschild-2,  Aushängeschild,1162-ceger
Aushangeschild-3,  Aushängeschild,1242-cimer
Aushangeschild-4,  Aushängeschild,2582-firma
Aushangeschild-5,Aushängeschild,8185-sild
zeichen-1,zeichen,1162-ceger
Wirtshausschild-1, Wirtshausschild,1162-ceger
Schande-1,  Schande,1162-ceger
Schande-2,  Schande,1634-csuf
Schande-3,Schande,5273-kuhi
Schande-4,  Schande,7232-piszok
Schande-5,Schande,8447-suskus
Schande-6,Schande,8671-szemerem
Schande-7,  Schande,8671-szemerem
halich-1,  häßlich,1162-ceger
halich-2,  häßlich,1578-csoda
halich-3,  häßlich,1634-csuf
halich-4,  häßlich,1649-csunya
halich-5,  häßlich,4741-kietlen
halich-6,  häßlich,7985-rusnya
halich-7,  häßlich,7991-rut
ehrlos-1, ehrlos,1162-ceger
ehrlos-2, ehrlos,3089-gorbe
ehrlos-3,ehrlos,3882-infamis
ehrlos-4,  ehrlos,7434-pranda
ehrlos-5,  ehrlos,7985-rusnya
beruchtigt-1,  berüchtigt,1162-ceger
beruchtigt-2,berüchtigt,1503-csihes
beruchtigt-3,  berüchtigt,3592-hir
beruchtigt-4,  berüchtigt,4053-jeles
beruchtigt-5, berüchtigt,6440-notorius
Zunft-1,Zunft,1163-ceh
Trinkgesellschaft-1,  Trinkgesellschaft,1163-ceh
Versammlung-1,  Versammlung,1163-ceh
Versammlung-2,  Versammlung,3251-gyulik
Versammlung-3,  Versammlung,4878-kozseg
Versammlung-4, Versammlung,5044-kongresszus
Versammlung-5,  Versammlung,5341-kuria
indenGrundgesenktergroerKorbzumVerankernvonWassermuhlen-1,in den Grund gesenkter großer Korb zum Verankern von Wassermühlen,1164-cejte
Floen-1, Flößen,1164-cejte
WiedezumFestbindenderselben-1, Wiede zum Festbinden derselben,1164-cejte
einfacherLandungssteg-1,  einfacher Landungssteg,1164-cejte
sichherumtreiben-1,sich herumtreiben,1165-cekal
sichherumtreiben-2,sich herumtreiben,1166-ceklaz
sichherumtreiben-3,sich herumtreiben,1353-csalinkazik
sichherumtreiben-4,sich herumtreiben,1388-csatangol
sichherumtreiben-5, sich herumtreiben,1415-cselleng
sichherumtreiben-6,  sich herumtreiben,3713-hoborog
sichherumtreiben-7, sich herumtreiben,4171-kavillal
sichherumtreiben-8, sich herumtreiben,4279-kalezol
sichherumtreiben-9, sich herumtreiben,4563-kavillal
sichherumtreiben-10,  sich herumtreiben,4644-kever
sichherumtreiben-11, sich herumtreiben,4659-kecel
sichherumtreiben-12, sich herumtreiben,4686-kelekolal
sichherumtreiben-13,sich herumtreiben,4691-kelepicel
sichherumtreiben-14,  sich herumtreiben,5106-korasz
sichherumtreiben-15, sich herumtreiben,5611-lezeng
sichherumtreiben-16,sich herumtreiben,5671-lofral
Fangspiel-1,Fangspiel,1167-cika
Fangspiel-2,  Fangspiel,1209-cica
Einholtasche-1,Einholtasche,1168-cekker
KorbbesausBast-1, Korb 〈bes aus Bast,1168-cekker
Strohgeflochten-1, Stroh geflochten〉,1168-cekker
roteRube-1,rote Rübe,1169-cekla
roteRube-2,  rote Rübe,1315-cukor
Rube-1,  Rübe,1169-cekla
Rube-2,  Rübe,7754-repcseny
Wettbewerbsziel-1,Wettbewerbsziel,1170-cel
Zielpunkt-1, Zielpunkt,1170-cel
Zielpunkt-2, Zielpunkt,6162-meta
Symbol-1,  Symbol,1170-cel
Symbol-2,  Symbol,1242-cimer
Symbol-3, Symbol,1519-csillag
Symbol-4, Symbol,4048-jegy
Symbol-5,  Symbol,4049-jel
Symbol-6,  Symbol,7045-pelda
Symbol-7,  Symbol,9536-tukor
Grenze-1,  Grenze,1170-cel
Grenze-2,Grenze,3119-granic
Grenze-3,Grenze,3442-hatar
Grenze-4, Grenze,3442-hatar
Grenze-5, Grenze,7083-perem
Grenze-6,Grenze,8650-szel
Grenze-7,  Grenze,9197-terminus
Bestimmung-1,  Bestimmung,1170-cel
Bestimmung-2,  Bestimmung,7738-rend
Bestimmung-3,  Bestimmung,8749-szerzet
Zweck-1, Zweck,1170-cel
Zweck-2,  Zweck,6645-ok
Zweck-3,  Zweck,9790-veg
Gegenstand-1,  Gegenstand,1170-cel
Gegenstand-2, Gegenstand〉,3686-horihorgas
Gegenstand-3, Gegenstand,4597-kereszt
Gegenstand-4, Gegenstand〉,6137-merev
Gegenstand-5,Gegenstand,6626-objektum
Gegenstand-6, Gegenstand,7948-rozsa
Gegenstand-7,  Gegenstand,8682-szemlel
Gegenstand-8, Gegenstand,8742-szeru
Gegenstand-9, Gegenstand,9764-vas
woraufsicheineTatigkeitrichtet-1, worauf sich eine Tätigkeit richtet,1170-cel
Absicht-1,  Absicht,1170-cel
Absicht-2,  Absicht,2481-feltetel
Absicht-3,Absicht,8568-szandek
Absicht-4,Absicht,9204-terv
aufetwanspielen-1,  auf etw anspielen,1170-cel
einUrteilfallen-1,ein Urteil fällen,1171-celebral
einUrteilfallen-2,  ein Urteil fällen,3810-igaz
einUrteilfallen-3, ein Urteil fällen,3985-itel
beschlieen-1, beschließen,1171-celebral
beschlieen-2,  beschließen,3442-hatar
beschlieen-3,  beschließen,9212-tesz
beschlieen-4,  beschließen,9367-tokel
beschlieen-5,  beschließen,9790-veg
Messelesen-1,  Messe lesen,1171-celebral
feierlichveranstalten-1,  feierlich veranstalten,1171-celebral
feierlichausgebenUrkunde-1,  feierlich ausgeben 〈Urkunde〉,1171-celebral
feiern-1,  feiern,1171-celebral
feiern-2, feiern,7146-pihen
Siebensachen-1,Siebensachen,1172-celecula
Siebensachen-2, Siebensachen,1296-cokmok
Siebensachen-3, Siebensachen,1309-cucc
Siebensachen-4, Siebensachen,3157-gunya
Siebensachen-5, Siebensachen,3644-holmi
Siebensachen-6,Siebensachen,6272-motyo
Siebensachen-7, Siebensachen,7305-poggyasz
Siebensachen-8,  Siebensachen,7577-puzdra
Lumpenkram-1, Lumpenkram,1172-celecula
rappelig-1,  rappelig,1172-celecula
rappelig-2, rappelig,1339-csajbok
rappelig-3, rappelig,3269-habokos
rappelig-4, rappelig,3620-hobortos
rappelig-5,  rappelig,3640-holdkoros
rappelig-6,  rappelig,4266-kalamajka
rappelig-7, rappelig,5733-lunatikus
rappelig-8, rappelig,7834-rigolyas
Monchszelle-1,Mönchszelle,1173-cella
ZelleBiol-1,  Zelle 〈Biol〉,1173-cella
zimmer-1,  zimmer,1173-cella
Wabezelle-1,  Wabezelle,1173-cella
Kafig-1,  Käfig,1173-cella
Kafig-2,Käfig,4289-kalitka
Kafig-3, Käfig,5171-kotec
Gefangniszelle-1,  Gefängniszelle,1173-cella
Gefangniszelle-2,  Gefängniszelle,4136-kaszni
Gefangniszelle-3,  Gefängniszelle,4528-kaszni
Zellulose-1,Zellulose,1174-celluloz
Cellophan-1,Cellophan,1175-celofan
Cellophan-2,Cellophan,1180-celofan
bockig-1,  bockig,1176-cemende
bockig-2,  bockig,1181-cemende
Kram-1,  Kram,1176-cemende
Kram-2,  Kram,1181-cemende
Kram-3,Kram,1296-cokmok
Kram-4,Kram,1309-cucc
Kram-5,Kram,1817-dibdab
Kram-6,Kram,4197-kacat
Kram-7,  Kram,5642-limlom
Kram-8, Kram,5683-lom
Kram-9, Kram,6857-pacuha
Kram-10,  Kram,7375-porteka
Kram-11, Kram,8508-szajre
Kram-12,  Kram,8645-szekszemonca
Kram-13, Kram,8646-szekszena
Kram-14, Kram,9671-vacak
PulverzurLauterungderMetallehauptsGold-1,Pulver zur Läuterung der Metalle 〈haupts Gold〉,1177-cement
PulverzurLauterungderMetallehauptsGold-2,Pulver zur Läuterung der Metalle 〈haupts Gold〉,1182-cement
WerkstattfurGoldreinigung-1,  Werkstatt für Goldreinigung,1177-cement
WerkstattfurGoldreinigung-2,  Werkstatt für Goldreinigung,1182-cement
reinigen-1,  reinigen,1177-cement
reinigen-2,  reinigen,1182-cement
reinigen-3,reinigen,7518-pucol
reinigen-4,reinigen,7639-ramol
lauternvonGold-1, läutern 〈von Gold〉,1177-cement
lauternvonGold-2, läutern 〈von Gold〉,1182-cement
Mortel-1,Mörtel,1178-cement
Mortel-2,Mörtel,1183-cement
Mortel-3,  Mörtel,4118-kasa
Mortel-4,  Mörtel,4510-kasa
Mortel-5,Mörtel,5898-malter
Bewurf-1, Bewurf,1178-cement
Bewurf-2, Bewurf,1183-cement
Zement-1,  Zement,1178-cement
Zement-2,  Zement,1183-cement
ZementfurZahnfullungen-1,  Zement für Zahnfüllungen,1178-cement
ZementfurZahnfullungen-2,  Zement für Zahnfüllungen,1183-cement
zementieren-1,zementieren,1179-cementiroz
zementieren-2,zementieren,1184-cementiroz
hartenGold-1, härten 〈Gold,1179-cementiroz
hartenGold-2, härten 〈Gold,1184-cementiroz
ArtSeidenstoff-1,Art Seidenstoff,1185-cendely
ArtSeidenstoff-2,Art Seidenstoff,9176-tercenella
hund-1,hund,1186-cenk
hund-2, -hund,1524-csille
StalljungebesbeimMilit-1,  Stalljunge 〈bes beim Milit〉,1186-cenk
jungerSoldner-1, junger Söldner,1186-cenk
Knabe-1,  Knabe,1186-cenk
Knabe-2,  Knabe,2506-ferfi
Knabe-3,  Knabe,2544-fika
Knabe-4,Knabe,2576-fiok
Knabe-5,  Knabe,2604-fiu
Knabe-6,  Knabe,3221-gyermek
Knabe-7,Knabe,7304-pogonya
bengel-1, bengel,1186-cenk
Schuft-1,  Schuft,1186-cenk
Schuft-2,  Schuft,1311-cudar
Schuft-3, Schuft,3583-himpeller
Schuft-4,  Schuft,7453-pribek
Schuft-5,  Schuft,7822-ribanc
Schuft-6, Schuft,9458-troger
jung-1,  jung,1186-cenk
jung-2, jung,3210-gyava
jung-3,  jung,3214-gyenge
jung-4,jung,3808-ifju
jung-5,  jung,4779-kis
jung-6,  jung,6444-no
jung-7,  jung,7736-remonda
jung-8,  jung,8148-sarju
jung-9, jung,8443-surjan
ZentimeteralsMaeinheit-1,Zentimeter 〈als Maßeinheit〉,1187-centi
Maband-1,  Maßband,1187-centi
ZentimeteralsMaheit-1,  Zentimeter 〈als Maßheit〉,1187-centi
zentral-1,zentral,1188-centralis
zentrifugal-1,zentrifugal,1189-centrifuga
zentrifugal-2,zentrifugal,1190-centrifugalis
Zentrifuga-1,  Zentrifuga,1189-centrifuga
geschlossenBlutenstand-1,  geschlossen 〈Blütenstand〉,1190-centrifugalis
Mittelpunkt-1,Mittelpunkt,1191-centrum
Mittelpunkt-2, Mittelpunkt,4701-kellokozep
Mittelpunkt-3,  Mittelpunkt,4866-kozep
Mittelpunkt-4,Mittelpunkt,4876-kozpont
Mittelpunkt-5,  Mittelpunkt,5206-kog
Mittelteil-1,  Mittelteil,1191-centrum
Mittelteil-2, Mittelteil,5211-koldok
Mittelpartei-1,  Mittelpartei,1191-centrum
Zentrale-1,  Zentrale,1191-centrum
Zentrale-2, Zentrale,4876-kozpont
Innenstadt-1, Innenstadt,1191-centrum
Prufung-1,Prüfung,1192-cenzura
Prufung-2, Prüfung〉,6527-nyog
Prufung-3,  Prüfung,7471-proba
Prufung-4, Prüfung,9973-vizitacio
Prufung-5,  Prüfung,9978-vizsga
Meinung-1,  Meinung,1192-cenzura
Meinung-2,  Meinung,3569-hiedelem
Meinung-3,  Meinung,3938-irany
Meinung-4, Meinung,6415-nez
Meinung-5,   Meinung,8700-szentencia
Meinung-6,  Meinung,9982-voks
Bucher-1,  Bücher-,1192-cenzura
Bucher-2, Bücher〉,4906-koboz
Pressezensur-1, Pressezensur,1192-cenzura
AmtdesZensors-1,  Amt des Zensors,1192-cenzura
Zeremonie-1, Zeremonie,1193-ceremonia
Zeremonie-2,  Zeremonie,3635-hokuszpokusz
Zeremonie-3,  Zeremonie,8718-szer
Zeremonie-4,  Zeremonie,8739-szertartas
Formalitat-1,  Formalität,1193-ceremonia
Gepflogenheit-1,  Gepflogenheit,1193-ceremonia
Gepflogenheit-2,  Gepflogenheit,8739-szertartas
prawoslawischeKirche-1,prawoslawische Kirche,1194-cerko
griechischkatholischeKirche-1, griechisch-katholische Kirche,1194-cerko
Haus-1,  Haus,1194-cerko
