ID,Language_ID,Headword,Part_Of_Speech,Year,Etymology,Loan
2877-galambica,Hungarian,galambica ×,,1584.0,Croatian or Serbian,true
2878-galamboc,Hungarian,galambóc ×,,1590.0,Latin,true
2879-galand,Hungarian,galand ×,,1627.0,German,true
2880-galanga,Hungarian,galanga ∆,,1577.0,Latin,true
2881-galans,Hungarian,gáláns,,1769.0,international word,true
2882-galeri,Hungarian,galeri,,1900.0,German,true
2883-galeria,Hungarian,galéria,,1711.0,international word,true
2884-galeta,Hungarian,galeta ×,,1610.0,Wanderwort,true
2885-galiba,Hungarian,galiba,,1484.0,unknown,true
2886-galicko,Hungarian,gálickő,,1391.0,compound,true
2887-gall,Hungarian,gall,,1559.0,,true
2888-galler,Hungarian,gallér,,1395.0,loan,true
2889-galna,Hungarian,gálna ×,,1193.0,Slavic,true
2890-galoca,Hungarian,galóca¹,,1371.0,Slavic,true
2891-galoca,Hungarian,galóca²,,1783.0,uncertain,true
2892-galoppiroz,Hungarian,galoppíroz ∆,,1663.0,,true
2893-galuska,Hungarian,galuska,,1683.0,Polish,true
2894-galy,Hungarian,galy ×,,1577.0,unknown,true
2895-galya,Hungarian,gálya,,1241.0,loan,true
2896-gally,Hungarian,gally,,1595.0,Slavic,true
2897-gamaho,Hungarian,gamahó ∆,,1525.0,loan,true
2898-gamo,Hungarian,gamó ×,,1055.0,uncertain,true
2899-gancs,Hungarian,gáncs,,1495.0,internal,true
2900-gane,Hungarian,gané,,1138.0,Slavic,true
2901-gang,Hungarian,gang,,1767.0,German,true
2902-ganga,Hungarian,ganga ×,,1795.0,unknown,true
2903-gangos,Hungarian,gangos ×,,1493.0,derived word,true
2904-ganica,Hungarian,gánica ×,,1792.0,Slavic,true
2905-gantar,Hungarian,gantár ∆,,1542.0,loan,true
2906-ganyol,Hungarian,gányol ×,,1560.0,derived word,true
2907-garaboly,Hungarian,garaboly ×,,1664.0,Slavic,true
2908-garaboncias,Hungarian,garabonciás ×,,1519.0,,true
2909-garancia,Hungarian,garancia,,1706.0,,true
2910-garas,Hungarian,garas,,1460.0,Wanderwort,true
2911-garat,Hungarian,garat,,1540.0,Slavic,true
2912-garazda,Hungarian,garázda,,1375.0,unknown,true
2913-garazs,Hungarian,garázs,,1909.0,international word,true
2914-garda,Hungarian,garda,,1327.0,uncertain,true
2915-garda,Hungarian,gárda,,1663.0,,true
2916-gardedam,Hungarian,gardedám ∆,,1708.0,German,true
2917-gardiroz,Hungarian,gardíroz ∆,,1790.0,German,true
2918-gardrob,Hungarian,gardrób,,1793.0,international word,true
2919-gargarizal,Hungarian,gargarizál,,1577.0,Latin,true
2920-gargya,Hungarian,gárgya ×,,1498.0,,true
2921-garmada,Hungarian,garmada,,1621.0,Slavic,true
2922-garniroz,Hungarian,garníroz ∆,,1757.0,,true
2923-garniszalloda,Hungarian,garniszálloda ∆,,1877.0,,true
2924-garnitura,Hungarian,garnitúra,,1750.0,German,true
2925-garnizon,Hungarian,garnizon ∆,,1685.0,German,true
2926-garral,Hungarian,garral,,1693.0,lexicalized inflected word-form,true
2927-garzon,Hungarian,garzon,,1835.0,German,true
2928-gat,Hungarian,gát,,1138.0,Slavic,true
2929-gatya,Hungarian,gatya,,1334.0,Croatian or Serbian,true
2930-gavaller,Hungarian,gavallér,,1628.0,,true
2931-gaz,Hungarian,gaz,,1200.0,uncertain,true
2932-gaz,Hungarian,gáz,,1789.0,international word,true
2933-gazda,Hungarian,gazda,,1177.0,Slavic,true
2934-gazdag,Hungarian,gazdag,,1372.0,Iranian,true
2935-gazella,Hungarian,gazella,,1794.0,international word,true
2936-gazember,Hungarian,gazember,,1611.0,compound,true
2937-gazol,Hungarian,gázol,,1493.0,Slavic,true
2938-gazsi,Hungarian,gázsi,,1707.0,German,true
2939-gazsuliroz,Hungarian,gazsulíroz ∆,,1816.0,,true
2940-gebe,Hungarian,gebe,,1566.0,derived word,true
2941-gebed,Hungarian,gebed,,1604.0,derived word,true
2942-gebeszkedik,Hungarian,gebeszkedik ×,,1791.0,derived word,true
2943-gebics,Hungarian,gébics,,1793.0,vowel harmony alteration,true
2944-gebin,Hungarian,gebin ∆,,1959.0,German,true
2945-geci,Hungarian,geci,,1841.0,internal,true
2946-geg,Hungarian,gég ∆,,1075.0,,true
2947-gejzir,Hungarian,gejzír,,1875.0,international word,true
2948-gelet,Hungarian,gelét ∆,,1553.0,,true
2949-glettel,Hungarian,glettel,,1952.0,,true
2950-gem,Hungarian,gém,,1138.0,unknown,true
2951-gemberedik,Hungarian,gémberedik,,1577.0,,true
2952-gemkapocs,Hungarian,gemkapocs,,1948.0,blending,true
2953-gemma,Hungarian,gemma,,1644.0,Latin,true
2954-gen,Hungarian,gén,,1939.0,international word,true
2955-generacio,Hungarian,generáció,,1789.0,Latin,true
2956-generalis,Hungarian,generális¹ ∆,,1540.0,,true
2957-generalis,Hungarian,generális² ∆,,1568.0,Latin,true
2958-generator,Hungarian,generátor,,1833.0,,true
2959-gengszter,Hungarian,gengszter,,1928.0,international word,true
2960-geniusz,Hungarian,géniusz,,1619.0,Latin,true
2961-genti,Hungarian,genti †,,1286.0,derived word,true
2962-genyett,Hungarian,genyett ∆,,1456.0,,true
2963-geometria,Hungarian,geometria,,1575.0,Latin,true
2964-gepely,Hungarian,gépely ×,,1475.0,,true
2965-gepkocsi,Hungarian,gépkocsi,,1900.0,compound,true
2966-geppuska,Hungarian,géppuska,,1892.0,German,true
2967-gera,Hungarian,géra ×,,1631.0,unknown,true
2968-gercsa,Hungarian,gercsa ×,,1786.0,,true
2969-gereb,Hungarian,geréb¹ †,,1364.0,loan,true
2970-gereb,Hungarian,geréb² ×,,1611.0,uncertain,true
2971-gereben,Hungarian,gereben ×,,1294.0,Slavic,true
2972-gereblye,Hungarian,gereblye,,1319.0,Slavic,true
2973-gerely,Hungarian,gerely,,1395.0,loan,true
2974-gerencser,Hungarian,gerencsér ×,,1109.0,Slavic,true
2975-gerenda,Hungarian,gerenda,,1320.0,Slavic,true
2976-gerendely,Hungarian,gerendely ×,,1259.0,Slavic,true
2977-gerezd,Hungarian,gerezd,,1395.0,Slavic,true
2978-gerezna,Hungarian,gerezna,,1395.0,Slavic,true
2979-gergelice,Hungarian,gergelice ×,,1775.0,Romanian,true
2980-gerilla,Hungarian,gerilla,,1832.0,international word,true
2981-gerinc,Hungarian,gerinc,,1373.0,internal,true
2982-gerjed,Hungarian,gerjed,,1372.0,,true
2983-gerla,Hungarian,gerla †,,1395.0,Latin,true
2984-gerlice,Hungarian,gerlice,,1372.0,,true
2985-german,Hungarian,germán,,1800.0,,true
2986-gernye,Hungarian,gernye ×,,1395.0,internal,true
2987-gersli,Hungarian,gersli,,1770.0,loan,true
2988-gesa,Hungarian,gésa,,1899.0,international word,true
2989-geszt,Hungarian,geszt,,1213.0,unknown,true
2990-gesztenye,Hungarian,gesztenye,,1244.0,loan,true
2991-gesztikulal,Hungarian,gesztikulál,,1828.0,international word,true
2992-gesztus,Hungarian,gesztus,,1620.0,Latin,true
2993-getto,Hungarian,gettó,,1843.0,international word,true
2994-gez,Hungarian,géz,,1883.0,international word,true
2995-gezemice,Hungarian,gezemice,,1470.0,internal,true
2996-gezenguz,Hungarian,gézengúz,,1594.0,internal,true
2997-giccs,Hungarian,giccs,,1909.0,German,true
2998-gida,Hungarian,gida,,1211.0,derived word,true
2999-gigasz,Hungarian,gigász,,1547.0,,true
3000-gigantikus,Hungarian,gigantikus,,1878.0,Latin,true
3001-grli,Hungarian,grli ∆,,1892.0,loan,true
3002-gikszer,Hungarian,gikszer,,1844.0,loan,true
3003-gilinggalang,Hungarian,giling-galang,,1877.0,,true
3004-giliszta,Hungarian,giliszta,,1395.0,Slavic,true
3005-gilva,Hungarian,gilva ×,,1228.0,Slavic,true
3006-gim,Hungarian,gím ∆,,1113.0,unknown,true
3007-gimnazium,Hungarian,gimnázium,,1616.0,,true
3008-gimnazista,Hungarian,gimnazista,,1877.0,Latin,true
3009-gipsz,Hungarian,gipsz,,1604.0,Latin,true
3010-gira,Hungarian,gíra †,,1416.0,,true
3011-girbic,Hungarian,girbic ×,,1838.0,internal,true
3012-girhes,Hungarian,girhes,,1322.0,internal,true
3013-girland,Hungarian,girland,,1793.0,international word,true
3014-gitar,Hungarian,gitár,,1803.0,international word,true
3015-gitt,Hungarian,gitt,,1807.0,German,true
3016-glazur,Hungarian,glazúr,,1783.0,German,true
3017-gleccser,Hungarian,gleccser,,1793.0,German,true
3018-gleda,Hungarian,gléda,,1743.0,German,true
3019-glet,Hungarian,glét ∆,,1492.0,internal,true
3020-glicerin,Hungarian,glicerin,,1865.0,international word,true
3021-globus,Hungarian,glóbus,,1531.0,,true
3022-gloria,Hungarian,glória,,1557.0,Latin,true
3023-glossza,Hungarian,glossza,,1372.0,,true
3024-gnom,Hungarian,gnóm,,1824.0,international word,true
3025-gobe,Hungarian,góbé ×,,1617.0,unknown,true
3026-gobelin,Hungarian,gobelin,,1822.0,international word,true
3027-gobhal,Hungarian,gobhal ×,,1544.0,compound,true
3028-goc,Hungarian,góc,,1792.0,unknown,true
3029-godolya,Hungarian,godolya ×,,1275.0,Slavic,true
3030-gogany,Hungarian,gógány ×,,1786.0,,true
3031-goher,Hungarian,góhér ×,,1590.0,,true
3032-goj,Hungarian,gój ∆,,1829.0,Yiddish,true
3033-gol,Hungarian,gól,,1879.0,international word,true
3034-golf,Hungarian,golf,,1878.0,international word,true
3035-golgota,Hungarian,golgota ∆,,1825.0,,true
3036-golya,Hungarian,gólya,,1333.0,internal,true
3037-isgolyho,Hungarian,isgolyhó ×,,1792.0,unknown,true
3038-golyo,Hungarian,golyó,,1629.0,,true
3039-golyobis,Hungarian,golyóbis ∆,,1493.0,Latin,true
3040-golyva,Hungarian,golyva,,1228.0,Croatian or Serbian,true
3041-gomb,Hungarian,gomb,,1138.0,uncertain,true
3042-gomba,Hungarian,gomba,,1138.0,Slavic,true
3043-gomboc,Hungarian,gombóc,,1296.0,derived word,true
3044-gombolyag,Hungarian,gombolyag,,1405.0,,true
3045-gombota,Hungarian,gombóta ×,,1533.0,derived word,true
3046-gomolya,Hungarian,gomolya,,1577.0,,true
3047-gomolyit,Hungarian,gomolyít ×,,1513.0,,true
3048-gond,Hungarian,gond,,1273.0,unknown,true
3049-gondol,Hungarian,gondol,,1372.0,derived word,true
3050-gondola,Hungarian,gondola,,1612.0,loan,true
3051-gondviselo,Hungarian,gondviselő,,1506.0,,true
3052-gong,Hungarian,gong,,1853.0,international word,true
3053-gonosz,Hungarian,gonosz,,1211.0,Slavic,true
3054-gor,Hungarian,gór ×,,1800.0,unknown,true
3055-gordon,Hungarian,gordon¹,,1257.0,,true
3056-gordon,Hungarian,gordon² ∆,,1771.0,,true
3057-gore,Hungarian,góré¹ ×,,1565.0,unknown,true
3058-gore,Hungarian,góré²,,1920.0,Romani,true
3059-gorilla,Hungarian,gorilla,,1881.0,international word,true
3060-gornyik,Hungarian,gornyik ×,,1658.0,Romanian,true
3061-goromba,Hungarian,goromba,,1456.0,Slavic,true
3062-gorond,Hungarian,gorond ×,,1330.0,Slavic,true
3063-gostyan,Hungarian,góstyán †,,1575.0,loan,true
3064-got,Hungarian,gót,,1351.0,Latin,true
3065-gotikus,Hungarian,gótikus,,1790.0,,true
3066-gob,Hungarian,göb ×,,1724.0,uncertain,true
3067-gobe,Hungarian,göbe¹,,1138.0,,true
3068-gobe,Hungarian,göbe² ×,,1717.0,,true
3069-goboly,Hungarian,göböly ×,,1400.0,uncertain,true
3070-goborcsos,Hungarian,göbörcsös ×,,1785.0,,true
3071-gocsortos,Hungarian,göcsörtös,,1763.0,,true
3072-godeny,Hungarian,gödény ∆,,1138.0,Turkic,true
3073-godolye,Hungarian,gödölye,,1349.0,derived word,true
3074-godor,Hungarian,gödör,,1251.0,unknown,true
3075-gogicsel,Hungarian,gőgicsél,,1708.0,derived word,true
3076-gogos,Hungarian,gőgös,,1219.0,,true
3077-golodeny,Hungarian,gölődény ×,,1684.0,,true
3078-golye,Hungarian,gölye ∆,,1604.0,unknown,true
3079-gomb,Hungarian,gömb,,1476.0,uncertain,true
3080-gomboc,Hungarian,gömböc ×,,1351.0,derived word,true
3081-gombolyu,Hungarian,gömbölyű,,1529.0,,true
3082-gombolyit,Hungarian,gömbölyít,,1577.0,,true
3083-gombolyodik,Hungarian,gömbölyödik,,1592.0,derived word,true
3084-goncol,Hungarian,göncöl ∆,,1815.0,,true
3085-goncolszekere,Hungarian,göncölszekere ×,,1560.0,,true
3086-gondor,Hungarian,göndör,,1341.0,vowel harmony alteration,true
3087-gongyolit,Hungarian,göngyölít,,1416.0,,true
3088-gongyoleg,Hungarian,göngyöleg,,1529.0,,true
3089-gorbe,Hungarian,görbe,,1214.0,Slavic,true
3090-gorcs,Hungarian,görcs,,1232.0,Slavic,true
3091-goreny,Hungarian,görény,,1221.0,Chuvash,true
3092-gorhe,Hungarian,görhe ×,,1406.0,internal,true
3093-gorl,Hungarian,görl,,1904.0,English,true
3094-gornyed,Hungarian,görnyed,,1773.0,,true
3095-gorog,Hungarian,görög¹,,1193.0,,true
3096-gorog,Hungarian,görög²,,1156.0,Slavic,true
3097-gorogdinnye,Hungarian,görögdinnye,,1395.0,compound,true
3098-gorogtuz,Hungarian,görögtűz,,1794.0,compound,true
3099-gorongy,Hungarian,göröngy,,1332.0,derived word,true
3100-gorvely,Hungarian,görvély ∆,,1760.0,,true
3101-gote,Hungarian,gőte,,1602.0,unknown,true
3102-gothos,Hungarian,göthös,,1750.0,,true
3103-goz,Hungarian,gőz,,1364.0,unknown,true
3104-grabanc,Hungarian,grabanc,,1910.0,uncertain,true
3105-gracia,Hungarian,grácia ∆,,1527.0,Latin,true
3106-gradics,Hungarian,grádics ×,,1416.0,Latin,true
3107-gradual,Hungarian,graduál ∆,,1500.0,Latin,true
3108-gradus,Hungarian,grádus ∆,,1372.0,Latin,true
3109-grafika,Hungarian,grafika,,1865.0,,true
3110-grafit,Hungarian,grafit,,1860.0,German,true
3111-gramm,Hungarian,gramm,,1865.0,international word,true
3112-grammatika,Hungarian,grammatika,,1533.0,,true
3113-gramofon,Hungarian,gramofon,,1894.0,international word,true
3114-granat,Hungarian,gránát¹ †,,1494.0,uncertain,true
3115-granat,Hungarian,gránát²,,1520.0,Wanderwort,true
3116-granat,Hungarian,gránát³,,1643.0,Wanderwort,true
3117-granatalma,Hungarian,gránátalma,,1604.0,compound,true
3118-grandiozus,Hungarian,grandiózus,,1854.0,international word,true
3119-granic,Hungarian,gránic ×,,1782.0,loan,true
3120-granicsar,Hungarian,granicsár ×,,1848.0,Croatian or Serbian,true
3121-granit,Hungarian,gránit,,1791.0,German,true
3122-grasszal,Hungarian,grasszál,,1588.0,Latin,true
3123-gratulal,Hungarian,gratulál,,1599.0,,true
3124-grenadin,Hungarian,grenadin,,1853.0,international word,true
3125-griff,Hungarian,griff,,1395.0,Wanderwort,true
3126-grillazs,Hungarian,grillázs,,1904.0,loan,true
3127-grimassziroz,Hungarian,grimasszíroz †,,1792.0,,true
3128-grimbusz,Hungarian,grimbusz,,1924.0,unknown,true
3129-grispan,Hungarian,grispán ×,,1544.0,loan,true
3130-griz,Hungarian,gríz,,1765.0,German,true
3131-grof,Hungarian,gróf,,1358.0,loan,true
3132-groteszk,Hungarian,groteszk,,1815.0,international word,true
3133-grotta,Hungarian,grotta ∆,,1657.0,Italian,true
3134-grund,Hungarian,grund,,1813.0,German,true
3135-grupp,Hungarian,grupp ∆,,1803.0,international word,true
3136-gruzin,Hungarian,gruzin ∆,,1894.0,,true
3137-guano,Hungarian,guanó,,1844.0,international word,true
3138-guba,Hungarian,guba¹ ∆,,1321.0,uncertain,true
3139-guba,Hungarian,guba² ×,,1342.0,uncertain,true
3140-gubacs,Hungarian,gubacs,,1067.0,derived word,true
3141-gubancos,Hungarian,gubancos,,1622.0,,true
3142-gubbaszkodik,Hungarian,gubbaszkodik ×,,1772.0,,true
3143-guberal,Hungarian,guberál,,1879.0,German,true
3144-gubernator,Hungarian,gubernátor ∆,,1450.0,,true
3145-gubo,Hungarian,gubó,,1619.0,uncertain,true
3146-guga,Hungarian,guga ×,,1664.0,Croatian or Serbian,true
3147-guggol,Hungarian,guggol,,1548.0,,true
3148-gugyi,Hungarian,gugyi ×,,1697.0,unknown,true
3149-gula,Hungarian,gúla,,1760.0,loan,true
3150-gulaszta,Hungarian,gulászta ×,,1795.0,,true
3151-gulya,Hungarian,gulya,,1138.0,uncertain,true
3152-gulyas,Hungarian,gulyás,,1886.0,internal,true
3153-gumi,Hungarian,gumi,,1519.0,Latin,true
3154-gumiarabikum,Hungarian,gumiarábikum ∆,,1577.0,Latin,true
3155-gumo,Hungarian,gumó,,1807.0,uncertain,true
3156-gunar,Hungarian,gúnár,,1525.0,loan,true
3157-gunya,Hungarian,gúnya,,1388.0,Slavic,true
3158-gunnyaszt,Hungarian,gunnyaszt,,1645.0,derived word,true
3159-gunyol,Hungarian,gúnyol,,1585.0,,true
3160-guny,Hungarian,gúny,,1804.0,derived word,true
3161-gurdul,Hungarian,gurdul,,1666.0,,true
3162-gurgal,Hungarian,gurgál †,,1785.0,,true
3163-gurgula,Hungarian,gurgula ×,,1644.0,derived word,true
3164-gurigal,Hungarian,gurigál,,1792.0,,true
3165-gurtni,Hungarian,gurtni,,1848.0,loan,true
3166-gusa,Hungarian,gusa ×,,1708.0,Romanian,true
3167-gusztus,Hungarian,gusztus,,1719.0,,true
3168-guta,Hungarian,guta,,1215.0,Latin,true
3169-guvad,Hungarian,guvad,,1793.0,,true
3170-guvat,Hungarian,guvat,,1795.0,onomatopoetic,true
3171-guzlica,Hungarian,guzlica ∆,,1836.0,Croatian or Serbian,true
3172-guzs,Hungarian,gúzs,,1211.0,Slavic,true
3173-guzsaly,Hungarian,guzsaly ×,,1346.0,Slavic,true
3174-gubu,Hungarian,gübü ×,,1708.0,derived word,true
3175-gugye,Hungarian,gügye,,1214.0,derived word,true
3176-gumo,Hungarian,gümő,,1751.0,uncertain,true
3177-gumokor,Hungarian,gümőkór,,1855.0,compound,true
3178-gurcol,Hungarian,gürcöl,,1873.0,,true
3179-guzu,Hungarian,güzü ×,,1198.0,Turkic,true
3180-gvardian,Hungarian,gvardián ∆,,1275.0,Latin,true
3181-gyagya,Hungarian,gyagya,,1792.0,onomatopoetic,true
3182-gyak,Hungarian,gyak ×,,1138.0,uncertain,true
3183-gyakor,Hungarian,gyakor ×,,1269.0,,true
3184-gyakran,Hungarian,gyakran,,1527.0,Proto-Finno-Ugric,true
3185-gyakorol,Hungarian,gyakorol,,1372.0,derived word,true
3186-gyalaz,Hungarian,gyaláz,,1372.0,Chuvash,true
3187-gyalog,Hungarian,gyalog,,1371.0,Proto-Finno-Ugric,true
3188-gyalom,Hungarian,gyalom ×,,1291.0,Chuvash,true
3189-gyalu,Hungarian,gyalu,,1416.0,uncertain,true
3190-gyalut,Hungarian,gyalut †,,1608.0,,true
3191-gyalat,Hungarian,gyalat †,,1619.0,,true
3192-gyaluszik,Hungarian,gyaluszik ×,,1647.0,derived word,true
3193-gyamol,Hungarian,gyámol †,,1456.0,,true
3194-gyanant,Hungarian,gyanánt,,1519.0,internal,true
3195-gyanta,Hungarian,gyanta,,1213.0,Wanderwort,true
3196-gyanu,Hungarian,gyanú,,1233.0,unknown,true
3197-gyanuper,Hungarian,gyanúper,,1614.0,Latin,true
3198-gyapju,Hungarian,gyapjú,,1332.0,Chuvash,true
3199-gyaponik,Hungarian,gyaponik ∆,,1456.0,derived word,true
3200-gyapot,Hungarian,gyapot,,1372.0,Chuvash,true
3201-gyarapodik,Hungarian,gyarapodik,,1518.0,,true
3202-gyarapik,Hungarian,gyarapik ∆,,1527.0,,true
3203-gyarlo,Hungarian,gyarló,,1456.0,,true
3204-gyarmat,Hungarian,gyarmat,,1795.0,internal,true
3205-gyart,Hungarian,gyárt,,1322.0,,true
3206-gyar,Hungarian,gyár,,1830.0,,true
3207-gyasz,Hungarian,gyász,,1416.0,Chuvash,true
3208-gyatra,Hungarian,gyatra,,1713.0,unknown,true
3209-gyaur,Hungarian,gyaur,,1542.0,Ottoman-Turkic,true
3210-gyava,Hungarian,gyáva,,1725.0,unknown,true
3211-gyehenna,Hungarian,gyehenna ∆,,1508.0,Latin,true
3212-gyekeny,Hungarian,gyékény,,1219.0,Chuvash,true
3213-gyemant,Hungarian,gyémánt,,1493.0,loan,true
3214-gyenge,Hungarian,gyenge,,1282.0,unknown,true
3215-gyep,Hungarian,gyep,,1212.0,unknown,true
3216-gyeplo,Hungarian,gyeplő,,1395.0,Chuvash,true
3217-gyepmester,Hungarian,gyepmester,,1803.0,German,true
3218-gyepu,Hungarian,gyepű,,1212.0,unknown,true
3219-gyer,Hungarian,gyér,,1291.0,unknown,true
3220-gyere,Hungarian,gyere,,1490.0,unknown,true
3221-gyermek,Hungarian,gyermek,,1344.0,Chuvash,true
3222-gyertya,Hungarian,gyertya,,1372.0,Chuvash,true
3223-gyertyan,Hungarian,gyertyán,,1225.0,derived word,true
3224-gyertyaszentelo,Hungarian,gyertyaszentelő,,1527.0,lexicalized internal development,true
3225-gyi,Hungarian,gyí,,1818.0,onomatopoetic,true
3226-gyik,Hungarian,gyík,,1395.0,uncertain,true
3227-gyilkos,Hungarian,gyilkos,,1356.0,,true
3228-gyogyul,Hungarian,gyógyul,,1372.0,,true
3229-gyolcs,Hungarian,gyolcs,,1372.0,loan,true
3230-gyom,Hungarian,gyom,,1456.0,Chuvash,true
3231-gyomor,Hungarian,gyomor,,1252.0,Chuvash,true
3232-gyonik,Hungarian,gyónik,,1372.0,Chuvash,true
3233-gyopar,Hungarian,gyopár,,1222.0,Chuvash,true
3234-gyors,Hungarian,gyors,,1372.0,unknown,true
3235-gyota,Hungarian,gyóta ×,,1211.0,unknown,true
3236-gyoker,Hungarian,gyökér,,1086.0,,true
3237-gyokint,Hungarian,gyökint ×,,1664.0,derived word,true
3238-gyomber,Hungarian,gyömbér,,1395.0,Latin,true
3239-gyomoszol,Hungarian,gyömöszöl,,1585.0,,true
3240-gyongy,Hungarian,gyöngy,,1164.0,Chuvash,true
3241-gyongytyuk,Hungarian,gyöngytyúk,,1780.0,German,true
3242-gyonyoru,Hungarian,gyönyörű,,1121.0,,true
3243-gyotor,Hungarian,gyötör,,1372.0,Chuvash,true
3244-gyoz,Hungarian,győz,,1372.0,unknown,true
3245-gyufa,Hungarian,gyufa,,1840.0,German,true
3246-gyujt,Hungarian,gyújt,,1372.0,,true
3247-gyujtovanyfu,Hungarian,gyujtoványfű ×,,1672.0,compound,true
3248-gyula,Hungarian,gyula †,,1075.0,Chuvash,true
3249-gyur,Hungarian,gyúr,,1213.0,Chuvash,true
3250-gyurgyalag,Hungarian,gyurgyalag,,1525.0,internal,true
3251-gyulik,Hungarian,gyűlik,,1355.0,,true
3252-gyulol,Hungarian,gyűlöl,,1372.0,,true
3253-gyumolcs,Hungarian,gyümölcs,,1221.0,Chuvash,true
3254-gyumolcseny,Hungarian,gyümölcsény †,,1086.0,Chuvash,true
3255-gyur,Hungarian,gyűr¹,,1586.0,uncertain,true
3256-gyur,Hungarian,gyűr² ×,,1300.0,unknown,true
3257-gyuru,Hungarian,gyűrű¹ ×,,1192.0,Chuvash,true
3258-gyuru,Hungarian,gyűrű²,,1232.0,Chuvash,true
3259-gyuszu,Hungarian,gyűszű,,1528.0,,true
3260-ha,Hungarian,ha¹,,1350.0,lexicalized inflected word-form,true
3261-ha,Hungarian,ha²,,1479.0,onomatopoetic,true
3262-hab,Hungarian,hab,,1221.0,Proto-Uralic,true
3263-haban,Hungarian,habán,,1621.0,Slovakian,true
3264-habar,Hungarian,habar,,1550.0,,true
3265-habarnica,Hungarian,habarnica,,1524.0,Croatian or Serbian,true
3266-habitus,Hungarian,habitus,,1693.0,Latin,true
3267-habog,Hungarian,habog,,1680.0,onomatopoetic,true
3268-habokol,Hungarian,habókol,,1659.0,,true
3269-habokos,Hungarian,habókos,,1873.0,,true
3270-haborgat,Hungarian,háborgat,,1372.0,,true
3271-haborit,Hungarian,háborít,,1372.0,,true
3272-haborog,Hungarian,háborog,,1405.0,,true
3273-haborkodik,Hungarian,háborkodik †,,1456.0,derived word,true
3274-haboru,Hungarian,háború,,1138.0,derived word,true
3275-habozik,Hungarian,habozik,,1423.0,derived word,true
3276-habuckol,Hungarian,habuckol,,1786.0,,true
3277-habzsol,Hungarian,habzsol,,1663.0,,true
3278-habzsi,Hungarian,habzsi,,1809.0,derived word,true
3279-hacacare,Hungarian,hacacáré,,1893.0,derived word,true
3280-hacuka,Hungarian,hacuka,,1492.0,loan,true
3281-hacser,Hungarian,hacsér †,,1568.0,loan,true
3282-had,Hungarian,had,,1055.0,Proto-Uralic,true
3283-hadar,Hungarian,hadar,,1395.0,,true
3284-hadd,Hungarian,hadd,,1372.0,change of word class,true
3285-haddelhadd,Hungarian,haddelhadd,,1645.0,internal,true
3286-hadnagy,Hungarian,hadnagy,,1213.0,compound,true
3287-hag,Hungarian,hág,,1323.0,Proto-Finno-Ugric,true
3288-hagcso,Hungarian,hágcsó,,1395.0,internal,true
3289-hago,Hungarian,hágó,,1401.0,internal,true
3290-hagy,Hungarian,hagy,,1211.0,Proto-Uralic,true
3291-hagyap,Hungarian,hagyap,,1372.0,Proto-Ugric,true
3292-hagyjan,Hungarian,hagyján,,1550.0,compound,true
3293-hagyma,Hungarian,hagyma,,1211.0,Proto-Finno-Ugric,true
3294-hagyman,Hungarian,hagymán †,,1395.0,unknown,true
3295-hagymaz,Hungarian,hagymáz ∆,,1530.0,compound,true
3296-hah,Hungarian,hah ∆,,1790.0,onomatopoetic,true
3297-hahaha,Hungarian,hahaha,,1552.0,onomatopoetic,true
3298-haho,Hungarian,hahó,,1755.0,onomatopoetic,true
3299-hahota,Hungarian,hahota,,1517.0,,true
3300-hahotal,Hungarian,hahotál ∆,,1508.0,,true
3301-haj,Hungarian,haj¹,,1211.0,,true
3302-haj,Hungarian,haj²,,1429.0,,true
3303-haj,Hungarian,háj,,1211.0,Proto-Finno-Ugric,true
3304-hajadon,Hungarian,hajadon,,1429.0,internal,true
3305-hajadonfovel,Hungarian,hajadonfővel,,1533.0,,true
3306-hajbokol,Hungarian,hajbókol,,1815.0,internal,true
3307-hajciho,Hungarian,hajcihő,,1772.0,compound,true
3308-hajcsar,Hungarian,hajcsár,,1772.0,derived word,true
3309-hajcsi,Hungarian,hajcsi,,1854.0,,true
3310-hajdan,Hungarian,hajdan,,1527.0,internal,true
3311-hajde,Hungarian,hajde ×,,1657.0,Wanderwort,true
3312-hajdina,Hungarian,hajdina ×,,1495.0,Croatian or Serbian,true
3313-hajdu,Hungarian,hajdú,,1500.0,paronymy,true
3314-hajhasz,Hungarian,hajhász,,1652.0,,true
3315-hajit,Hungarian,hajít,,1372.0,,true
3316-hajkurasz,Hungarian,hajkurász,,1799.0,,true
3317-hajlek,Hungarian,hajlék,,1231.0,derived word,true
3318-hajnal,Hungarian,hajnal,,1372.0,Proto-Uralic,true
3319-hajo,Hungarian,hajó,,1181.0,uncertain,true
3320-hajra,Hungarian,hajrá,,1832.0,compound,true
3321-hajsz,Hungarian,hajsz ×,,1566.0,,true
3322-hajt,Hungarian,hajt¹,,1364.0,,true
3323-hajt,Hungarian,hajt²,,1364.0,uncertain,true
3324-hajt,Hungarian,hajt³,,1668.0,semantic change,true
3325-haklis,Hungarian,háklis,,1893.0,internal,true
3326-hakog,Hungarian,hákog,,1585.0,,true
3327-hakol,Hungarian,hákol,,1798.0,,true
3328-hal,Hungarian,hal¹,,1138.0,,true
3329-hal,Hungarian,hal²,,1075.0,,true
3330-hal,Hungarian,hál,,1214.0,Proto-Finno-Ugric,true
3331-hala,Hungarian,hála,,1211.0,Slavic,true
