ID,Language_ID,Headword,Part_Of_Speech,Year,Etymology,Loan
9147-temondad,Hungarian,temondád ×,,1577.0,,true
9148-temonda,Hungarian,temonda ∆,,1664.0,internal,true
9149-temperamentum,Hungarian,temperamentum,,1583.0,Latin,true
9150-templom,Hungarian,templom,,1410.0,Latin,true
9151-tempo,Hungarian,tempó,,1759.0,international word,true
9152-tendencia,Hungarian,tendencia,,1830.0,,true
9153-tenfereg,Hungarian,ténfereg,,1685.0,uncertain,true
9154-teng,Hungarian,teng ∆,,1531.0,,true
9155-tengelic,Hungarian,tengelic,,1320.0,Slavic,true
9156-tengely,Hungarian,tengely,,1395.0,Turkic,true
9157-tenger,Hungarian,tenger,,1152.0,Chuvash,true
9158-tengeri,Hungarian,tengeri ×,,1724.0,lexicalized internal development,true
9159-tengerszem,Hungarian,tengerszem,,1750.0,Latin,true
9160-tenisz,Hungarian,tenisz,,1819.0,international word,true
9161-tenor,Hungarian,tenor,,1518.0,,true
9162-tensur,Hungarian,ténsúr †,,1803.0,,true
9163-tente,Hungarian,tente,,1792.0,,true
9164-teny,Hungarian,tény,,1811.0,internal,true
9165-tenyer,Hungarian,tenyér,,1405.0,,true
9166-tenyeszik,Hungarian,tenyészik,,1519.0,derived word,true
9167-teologus,Hungarian,teológus,,1588.0,,true
9168-teoria,Hungarian,teória,,1644.0,,true
9169-tep,Hungarian,tép,,1274.0,unknown,true
9170-teper,Hungarian,teper,,1742.0,paronymy,true
9171-tepsi,Hungarian,tepsi,,1513.0,Wanderwort,true
9172-ter,Hungarian,tér¹,,1372.0,Proto-Ugric,true
9173-ter,Hungarian,tér² ×,,1555.0,Proto-Finno-Ugric,true
9174-ter,Hungarian,tér³,,1365.0,,true
9175-terasz,Hungarian,terasz,,1806.0,German,true
9176-tercenella,Hungarian,tercenella †,,1619.0,Wanderwort,true
9177-terd,Hungarian,térd,,1372.0,Chuvash,true
9178-terdkalacs,Hungarian,térdkalács,,1405.0,compound,true
9179-terebely,Hungarian,terebély ∆,,1720.0,,true
9180-terefere,Hungarian,terefere,,1792.0,,true
9181-tereget,Hungarian,téreget ∆,,1550.0,,true
9182-terem,Hungarian,terem¹,,1372.0,unknown,true
9183-terem,Hungarian,terem²,,1225.0,Slavic,true
9184-teremburajat,Hungarian,teremburáját ×,,1846.0,blending,true
9185-terepes,Hungarian,terepes ×,,1750.0,,true
9186-tergelye,Hungarian,tergelye ∆,,1590.0,Croatian or Serbian,true
9187-tergenye,Hungarian,tergenye ×,,1708.0,unknown,true
9188-teringette,Hungarian,teringette ×,,1657.0,,true
9189-terit,Hungarian,terít,,1372.0,,true
9190-terul,Hungarian,terül,,1456.0,,true
9191-terit,Hungarian,térít,,1470.0,,true
9192-terjed,Hungarian,terjed,,1372.0,,true
9193-terjek,Hungarian,terjék †,,1408.0,,true
9194-terkep,Hungarian,térkép,,1833.0,compound,true
9195-termeszet,Hungarian,természet,,1372.0,derived word,true
9196-termet,Hungarian,termet,,1416.0,derived word,true
9197-terminus,Hungarian,terminus,,1548.0,Latin,true
9198-termosz,Hungarian,termosz,,1929.0,internal,true
9199-terpentin,Hungarian,terpentin,,1550.0,Wanderwort,true
9200-terpesz,Hungarian,terpesz,,1832.0,internal,true
9201-terpeszkedik,Hungarian,terpeszkedik,,1585.0,,true
9202-terror,Hungarian,terror,,1621.0,,true
9203-tertetik,Hungarian,tértetik †,,,derived word,true
9204-terv,Hungarian,terv,,1829.0,internal,true
9205-tesped,Hungarian,tesped,,1814.0,,true
9206-tespeszt,Hungarian,tespeszt ∆,,1831.0,derived word,true
9207-tessek,Hungarian,tessék,,1790.0,change of word class,true
9208-test,Hungarian,test,,1470.0,unknown,true
9209-testamentum,Hungarian,testamentum,,1416.0,,true
9210-testor,Hungarian,testőr,,1769.0,internal,true
9211-testver,Hungarian,testvér,,1650.0,internal,true
9212-tesz,Hungarian,tesz,,1086.0,Proto-Finno-Ugric,true
9213-teszt,Hungarian,teszt,,1913.0,international word,true
9214-teszta,Hungarian,tészta,,1430.0,Slavic,true
9215-tesztemeny,Hungarian,tesztemény †,,1510.0,Ottoman-Turkic,true
9216-tetem,Hungarian,tetem,,1211.0,Proto-Finno-Ugric,true
9217-tetemes,Hungarian,tetemes,,1395.0,derived word,true
9218-tetemrehivas,Hungarian,tetemrehívás,,1790.0,compound,true
9219-tetik,Hungarian,tetik †,,1372.0,,true
9220-tetova,Hungarian,tétova,,1372.0,compound,true
9221-tetoviroz,Hungarian,tetovíroz ∆,,1813.0,,true
9222-teto,Hungarian,tető,,1200.0,derived word,true
9223-tetszhalal,Hungarian,tetszhalál,,1831.0,,true
9224-tettet,Hungarian,tettet,,1416.0,derived word,true
9225-tetu,Hungarian,tetű,,1395.0,Proto-Finno-Ugric,true
9226-teve,Hungarian,teve,,1395.0,Turkic,true
9227-tevelyeg,Hungarian,tévelyeg,,1372.0,,true
9228-textil,Hungarian,textil,,1918.0,internal,true
9229-tezis,Hungarian,tézis,,1645.0,Latin,true
9230-tezsla,Hungarian,tézsla ×,,1402.0,Slavic,true
9231-ti,Hungarian,ti,,1372.0,,true
9232-tied,Hungarian,tied,,1372.0,,true
9233-tifusz,Hungarian,tífusz,,1818.0,international word,true
9234-tigris,Hungarian,tigris,,1527.0,Latin,true
9235-tikkad,Hungarian,tikkad,,1550.0,,true
9236-tikog,Hungarian,tikog ×,,1766.0,,true
9237-tiktak,Hungarian,tiktak,,1838.0,German,true
9238-tilinko,Hungarian,tilinkó ×,,1588.0,Romanian,true
9239-tilo,Hungarian,tiló,,1555.0,Chuvash,true
9240-tiloszik,Hungarian,tiloszik ∆,,1506.0,,true
9241-tilalom,Hungarian,tilalom,,1503.0,,true
9242-timar,Hungarian,tímár,,1193.0,,true
9243-timon,Hungarian,timon †,,1663.0,Wanderwort,true
9244-timso,Hungarian,timsó,,1430.0,,true
9245-tincs,Hungarian,tincs,,1767.0,unknown,true
9246-tinglitangli,Hungarian,tinglitangli ∆,,1896.0,German,true
9247-tino,Hungarian,tinó,,1219.0,Chuvash,true
9248-tinor,Hungarian,tinor †,,1584.0,,true
9249-tinta,Hungarian,tinta,,1219.0,Latin,true
9250-tintok,Hungarian,tintok ∆,,1776.0,loan,true
9251-tipickel,Hungarian,tipickél ×,,1664.0,,true
9252-tipli,Hungarian,tipli,,1763.0,loan,true
9253-tipor,Hungarian,tipor,,1603.0,derived word,true
9254-tipp,Hungarian,tipp,,1888.0,,true
9255-tippan,Hungarian,tippan¹ ×,,1787.0,paronymy,true
9256-tippan,Hungarian,tippan²,,1677.0,unknown,true
9257-tiptop,Hungarian,tip-top,,1962.0,German,true
9258-tipus,Hungarian,típus,,1563.0,,true
9259-tirada,Hungarian,tiráda ∆,,1790.0,international word,true
9260-tirpak,Hungarian,tirpák ×,,1836.0,Slovakian,true
9261-tiszafa,Hungarian,tiszafa,,1250.0,compound,true
9262-tiszavirag,Hungarian,tiszavirág,,1847.0,compound,true
9263-tiszt,Hungarian,tiszt,,1875.0,Slavic,true
9264-tiszta,Hungarian,tiszta,,1314.0,Slavic,true
9265-tisztel,Hungarian,tisztel,,1372.0,uncertain,true
9266-tisztesfu,Hungarian,tisztesfű,,1500.0,compound,true
9267-titan,Hungarian,titán,,1526.0,Latin,true
9268-titok,Hungarian,titok,,1372.0,Proto-Ugric,true
9269-titulus,Hungarian,titulus ∆,,1531.0,,true
9270-tivornyazik,Hungarian,tivornyázik,,1750.0,,true
9271-tiz,Hungarian,tíz,,1211.0,Iranian,true
9272-to,Hungarian,tó,,1138.0,Proto-Uralic,true
9273-toalett,Hungarian,toalett,,1748.0,international word,true
9274-toboroz,Hungarian,toboroz,,1553.0,derived word,true
9275-toboz,Hungarian,toboz,,1372.0,unknown,true
9276-tobzodik,Hungarian,tobzódik,,1533.0,derived word,true
9277-tocsog,Hungarian,tocsog,,1848.0,,true
9278-toccsan,Hungarian,toccsan,,1893.0,onomatopoetic,true
9279-todul,Hungarian,tódul,,1508.0,,true
9280-toga,Hungarian,tóga,,1759.0,Latin,true
9281-tohonya,Hungarian,tohonya,,1795.0,internal,true
9282-tojastanc,Hungarian,tojástánc,,1847.0,German,true
9283-tojik,Hungarian,tojik,,1536.0,uncertain,true
9284-tok,Hungarian,tok¹,,1138.0,uncertain,true
9285-tok,Hungarian,tok²,,1138.0,unknown,true
9286-toka,Hungarian,toka,,1138.0,Slavic,true
9287-toka,Hungarian,tóka¹ ×,,1708.0,Romanian,true
9288-toka,Hungarian,tóka² ×,,1807.0,derived word,true
9289-tokany,Hungarian,tokány,,1759.0,Romanian,true
9290-tokar,Hungarian,tokár †,,1618.0,Slovakian,true
9291-toklasz,Hungarian,toklász ×,,1402.0,,true
9292-toklyo,Hungarian,toklyó ×,,1661.0,Turkic,true
9293-tol,Hungarian,tol,,1456.0,unknown,true
9294-told,Hungarian,told,,1268.0,derived word,true
9295-toll,Hungarian,toll,,1316.0,Proto-Uralic,true
9296-tolmacs,Hungarian,tolmács,,1075.0,uncertain,true
9297-tolvaj,Hungarian,tolvaj,,1138.0,uncertain,true
9298-tomb,Hungarian,tomb¹ ×,,1364.0,,true
9299-tombac,Hungarian,tombác ×,,1624.0,Ottoman-Turkic,true
9300-tombas,Hungarian,tombás¹ †,,1405.0,Latin,true
9301-tombas,Hungarian,tombás² †,,1405.0,uncertain,true
9302-tombol,Hungarian,tombol,,1400.0,,true
9303-tombola,Hungarian,tombola,,1865.0,German,true
9304-tomolyko,Hungarian,tomolykó ×,,1622.0,unknown,true
9305-tomp,Hungarian,tomp ∆,,1221.0,uncertain,true
9306-tompa,Hungarian,tompa,,1202.0,Slavic,true
9307-tompak,Hungarian,tompak †,,1761.0,,true
9308-tompor,Hungarian,tompor,,1519.0,derived word,true
9309-tonhal,Hungarian,tonhal,,1794.0,German,true
9310-tonka,Hungarian,tonka ×,,1510.0,internal,true
9311-tonna,Hungarian,tonna,,1548.0,Latin,true
9312-tonus,Hungarian,tónus,,1708.0,Latin,true
9313-tonzura,Hungarian,tonzúra,,1808.0,,true
9314-top,Hungarian,top ×,,1211.0,,true
9315-topan,Hungarian,topán ∆,,1454.0,,true
9316-topaz,Hungarian,topáz,,1208.0,Wanderwort,true
9317-topog,Hungarian,topog,,1416.0,,true
9318-topolya,Hungarian,topolya ×,,1113.0,Slavic,true
9319-topor,Hungarian,topor ×,,1235.0,Slavic,true
9320-toportyanfereg,Hungarian,toportyánféreg ∆,,1747.0,compound,true
9321-toporzekol,Hungarian,toporzékol,,1645.0,derived word,true
9322-toprongyos,Hungarian,toprongyos,,1792.0,compound,true
9323-tor,Hungarian,tor¹,,1138.0,uncertain,true
9324-tor,Hungarian,tor²,,1808.0,,true
9325-torbagy,Hungarian,torbágy †,,1200.0,unknown,true
9326-torbocsin,Hungarian,torbocsin †,,1287.0,Wanderwort,true
9327-torha,Hungarian,torha ×,,1694.0,,true
9328-torlaszt,Hungarian,torlaszt,,1831.0,,true
9329-torlo,Hungarian,torló †,,1277.0,derived word,true
9330-torma,Hungarian,torma,,1252.0,Turkic,true
9331-torna,Hungarian,torna,,1806.0,Latin,true
9332-tornac,Hungarian,tornác,,1490.0,uncertain,true
9333-tornado,Hungarian,tornádó,,1884.0,international word,true
9334-torok,Hungarian,torok,,1055.0,Proto-Ugric,true
9335-torokgyik,Hungarian,torokgyík,,1489.0,compound,true
9336-torol,Hungarian,torol¹ †,,1508.0,,true
9337-torol,Hungarian,torol²,,1519.0,derived word,true
9338-torongy,Hungarian,torongy ×,,1585.0,Slavic,true
9339-torontal,Hungarian,torontál ×,,1234.0,Turkic,true
9340-torony,Hungarian,torony,,1291.0,loan,true
9341-torpad,Hungarian,torpad ×,,1577.0,,true
9342-torpedo,Hungarian,torpedó,,1813.0,international word,true
9343-torta,Hungarian,torta,,1546.0,,true
9344-tortura,Hungarian,tortúra,,1629.0,Latin,true
9345-torz,Hungarian,torz,,1787.0,internal,true
9346-torzaborza,Hungarian,torza-borza ×,,1560.0,,true
9347-torzo,Hungarian,torzó,,1851.0,international word,true
9348-torzsa,Hungarian,torzsa,,1219.0,,true
9349-torzsalkodik,Hungarian,torzsalkodik,,1628.0,derived word,true
9350-tosz,Hungarian,tosz ×,,1293.0,unknown,true
9351-toszt,Hungarian,tószt,,1835.0,international word,true
9352-tot,Hungarian,tót,,1121.0,uncertain,true
9353-totagas,Hungarian,tótágas,,1788.0,compound,true
9354-totem,Hungarian,totem,,1845.0,,true
9355-toto,Hungarian,totó,,1950.0,German,true
9356-totojazik,Hungarian,totojázik,,1810.0,,true
9357-tott,Hungarian,tott †,,1416.0,lexicalized inflected word-form,true
9358-totyakos,Hungarian,totyakos,,1799.0,,true
9359-totyog,Hungarian,totyog,,1774.0,,true
9360-tova,Hungarian,tova,,1372.0,lexicalized inflected word-form,true
9361-to,Hungarian,tő,,1055.0,Proto-Finno-Ugric,true
9362-tobb,Hungarian,több,,1372.0,lexicalized inflected word-form,true
9363-togy,Hungarian,tőgy,,1554.0,Proto-Finno-Ugric,true
9364-tok,Hungarian,tök,,1138.0,Slavic,true
9365-toke,Hungarian,tőke,,1293.0,derived word,true
9366-tokehal,Hungarian,tőkehal,,1604.0,German,true
9367-tokel,Hungarian,tökél,,1372.0,,true
9368-tokfilko,Hungarian,tökfilkó,,1792.0,compound,true
9369-tokkelutott,Hungarian,tökkelütött,,1724.0,compound,true
9370-tolcser,Hungarian,tölcsér,,1405.0,derived word,true
9371-tole,Hungarian,tőle,,1372.0,lexicalized inflected word-form,true
9372-tolgy,Hungarian,tölgy,,1181.0,,true
9373-tolt,Hungarian,tölt,,1358.0,derived word,true
9374-tom,Hungarian,töm,,1138.0,Proto-Finno-Ugric,true
9375-tomb,Hungarian,tömb,,1831.0,,true
9376-tomeg,Hungarian,tömeg,,1828.0,internal,true
9377-tomentelen,Hungarian,töméntelen,,1602.0,uncertain,true
9378-tomeny,Hungarian,tömény,,1213.0,Turkic,true
9379-tomerdek,Hungarian,tömérdek,,1355.0,uncertain,true
9380-tomjen,Hungarian,tömjén,,1416.0,Croatian or Serbian,true
9381-tomkeleg,Hungarian,tömkeleg,,1760.0,internal,true
9382-tomlo,Hungarian,tömlő,,1374.0,uncertain,true
9383-tomloc,Hungarian,tömlöc ∆,,1318.0,Slavic,true
9384-tomor,Hungarian,tömör,,1773.0,internal,true
9385-tompe,Hungarian,tömpe,,1392.0,paronymy,true
9386-tomzsi,Hungarian,tömzsi,,1840.0,internal,true
9387-tonko,Hungarian,tönkő ×,,1211.0,,true
9388-tonkoly,Hungarian,tönköly,,1427.0,loan,true
9389-toporodik,Hungarian,töpörödik,,1456.0,,true
9390-topped,Hungarian,töpped,,1763.0,internal,true
9391-toportyu,Hungarian,töpörtyű,,1395.0,derived word,true
9392-toprenkedik,Hungarian,töprenkedik ∆,,1647.0,,true
9393-tor,Hungarian,tör,,1372.0,unknown,true
9394-tor,Hungarian,tőr¹,,1138.0,Proto-Finno-Ugric,true
9395-tor,Hungarian,tőr²,,1138.0,uncertain,true
9396-torek,Hungarian,törek,,1262.0,derived word,true
9397-torekedik,Hungarian,törekedik,,1416.0,derived word,true
9398-toremora,Hungarian,töremora ×,,1751.0,compound,true
9399-torkoly,Hungarian,törköly,,1508.0,uncertain,true
9400-torlejt,Hungarian,törlejt †,,1372.0,derived word,true
9401-torleszkedik,Hungarian,törleszkedik,,1702.0,derived word,true
9402-torleszt,Hungarian,törleszt,,1833.0,internal,true
9403-torok,Hungarian,török,,1055.0,,true
9404-torok,Hungarian,tőrök ×,,1544.0,,true
9405-torol,Hungarian,töröl,,1416.0,derived word,true
9406-torpe,Hungarian,törpe,,1219.0,derived word,true
9407-tort,Hungarian,tört,,1838.0,internal,true
9408-tortenik,Hungarian,történik,,1372.0,unknown,true
9409-tortet,Hungarian,törtet,,1773.0,derived word,true
9410-torveny,Hungarian,törvény,,1372.0,unknown,true
9411-torvenyszek,Hungarian,törvényszék ∆,,1604.0,compound,true
9412-torzsok,Hungarian,törzsök ×,,1200.0,,true
9413-tosgyokeres,Hungarian,tősgyökeres,,1560.0,compound,true
9414-tovik,Hungarian,tövik †,,1416.0,Proto-Finno-Ugric,true
9415-tovis,Hungarian,tövis,,1135.0,derived word,true
9416-tozeg,Hungarian,tőzeg,,1585.0,Turkic,true
9417-tozsde,Hungarian,tőzsde,,1843.0,internal,true
9418-tozser,Hungarian,tőzsér ∆,,1419.0,loan,true
9419-trabalis,Hungarian,trabális,,1761.0,Latin,true
9420-traccs,Hungarian,traccs,,1871.0,,true
9421-tradicio,Hungarian,tradíció,,1605.0,,true
9422-trador,Hungarian,trádor ∆,,1722.0,German,true
9423-trafik,Hungarian,trafik,,1851.0,loan,true
9424-trafikal,Hungarian,trafikál,,1795.0,international word,true
9425-trafo,Hungarian,trafó,,1949.0,German,true
9426-tragacs,Hungarian,tragacs,,1876.0,,true
9427-tragar,Hungarian,trágár,,1494.0,loan,true
9428-tragedia,Hungarian,tragédia,,1558.0,Latin,true
9429-tragikus,Hungarian,tragikus,,1604.0,,true
9430-tragya,Hungarian,trágya,,1529.0,Latin,true
9431-traktal,Hungarian,traktál ∆,,1551.0,,true
9432-traktor,Hungarian,traktor,,1917.0,,true
9433-traktus,Hungarian,traktus,,1559.0,Latin,true
9434-trampli,Hungarian,trampli,,1851.0,loan,true
9435-trancsiroz,Hungarian,trancsíroz,,1740.0,loan,true
9436-transz,Hungarian,transz,,1897.0,international word,true
9437-transzformal,Hungarian,transzformál,,1812.0,,true
9438-transzport,Hungarian,transzport,,1744.0,,true
9439-trapez,Hungarian,trapéz,,1827.0,,true
9440-trapp,Hungarian,trapp,,1794.0,,true
9441-trappol,Hungarian,trappol,,1848.0,loan,true
9442-trappista,Hungarian,trappista,,1848.0,international word,true
9443-trebely,Hungarian,trébely †,,1621.0,,true
9444-trecsel,Hungarian,trécsel,,1519.0,uncertain,true
9445-trefal,Hungarian,tréfál,,1456.0,,true
9446-treff,Hungarian,treff,,1787.0,German,true
9447-treffel,Hungarian,treffel ∆,,1835.0,,true
9448-trefli,Hungarian,tréfli ∆,,1845.0,,true
9449-trehany,Hungarian,trehány,,1867.0,Slovakian,true
9450-tren,Hungarian,trén ∆,,1848.0,loan,true
9451-trening,Hungarian,tréning,,1822.0,,true
9452-tretina,Hungarian,tretina †,,1524.0,Romanian,true
9453-tribun,Hungarian,tribün,,1802.0,international word,true
9454-triko,Hungarian,trikó,,1834.0,German,true
9455-trilla,Hungarian,trilla,,1762.0,international word,true
9456-trillio,Hungarian,trillió,,1847.0,international word,true
9457-tripla,Hungarian,tripla,,1627.0,Latin,true
9458-troger,Hungarian,tróger,,1623.0,loan,true
9459-trojka,Hungarian,trojka,,1884.0,Russian,true
9460-trolibusz,Hungarian,trolibusz,,1937.0,,true
9461-trombita,Hungarian,trombita,,1416.0,,true
9462-trombozis,Hungarian,trombózis,,1884.0,loan,true
9463-tromf,Hungarian,tromf ∆,,1585.0,loan,true
9464-tron,Hungarian,trón,,1814.0,German,true
9465-tronus,Hungarian,trónus ∆,,1734.0,Latin,true
9466-tropa,Hungarian,tropa,,1888.0,,true
9467-tropikal,Hungarian,tropikál,,1948.0,German,true
9468-tropikus,Hungarian,tropikus,,1757.0,,true
9469-trotli,Hungarian,trotli,,1857.0,loan,true
9470-trotty,Hungarian,trotty,,1801.0,,true
9471-troszt,Hungarian,tröszt,,1897.0,international word,true
9472-trubadur,Hungarian,trubadúr,,1824.0,international word,true
9473-trucc,Hungarian,trucc,,1722.0,,true
9474-trupp,Hungarian,trupp ∆,,1664.0,German,true
9475-trukk,Hungarian,trükk,,1904.0,French,true
9476-tuba,Hungarian,tuba¹,,1224.0,Wanderwort,true
9477-tuba,Hungarian,tuba² ×,,1224.0,uncertain,true
9478-tubak,Hungarian,tubák ∆,,1610.0,Wanderwort,true
9479-tubarozsa,Hungarian,tubarózsa,,1749.0,loan,true
9480-tubin,Hungarian,tubin †,,1553.0,Wanderwort,true
9481-tubus,Hungarian,tubus,,1650.0,Latin,true
9482-tucat,Hungarian,tucat,,1579.0,loan,true
9483-tud,Hungarian,tud,,1138.0,Proto-Uralic,true
9484-tudniillik,Hungarian,tudniillik,,1512.0,compound,true
9485-tufa,Hungarian,tufa,,1871.0,international word,true
9486-tuhaszt,Hungarian,tuhaszt ×,,1621.0,,true
9487-tuja,Hungarian,tuja,,1559.0,Latin,true
9488-tukma,Hungarian,tukma ∆,,1565.0,,true
9489-tukmal,Hungarian,tukmál,,1621.0,Slavic,true
9490-tul,Hungarian,túl,,1231.0,lexicalized inflected word-form,true
9491-tulajdon,Hungarian,tulajdon,,1372.0,,true
9492-tulipan,Hungarian,tulipán,,1587.0,Wanderwort,true
9493-tulipiros,Hungarian,tulipiros,,1818.0,compound,true
9494-tulok,Hungarian,tulok,,1291.0,uncertain,true
9495-tumultus,Hungarian,tumultus,,1618.0,Latin,true
9496-tundra,Hungarian,tundra,,1840.0,international word,true
9497-tunika,Hungarian,tunika,,1725.0,Latin,true
9498-tunya,Hungarian,tunya,,1381.0,loan,true
9499-tupiroz,Hungarian,tupíroz,,1896.0,,true
9500-tur,Hungarian,túr¹,,1510.0,uncertain,true
9501-tur,Hungarian,túr² ∆,,1152.0,Slovenian,true
9502-tura,Hungarian,túra,,1884.0,,true
9503-turba,Hungarian,turba ×,,1528.0,Ottoman-Turkic,true
9504-turban,Hungarian,turbán,,1644.0,Wanderwort,true
9505-turbekol,Hungarian,turbékol,,1772.0,onomatopoetic,true
9506-turbina,Hungarian,turbina,,1891.0,international word,true
9507-turbolya,Hungarian,turbolya,,1516.0,Croatian or Serbian,true
9508-turfa,Hungarian,turfa ∆,,1774.0,international word,true
9509-turha,Hungarian,turha,,1577.0,unknown,true
9510-turista,Hungarian,turista,,1798.0,,true
9511-turma,Hungarian,turma ×,,1732.0,Romanian,true
9512-turne,Hungarian,turné,,1891.0,international word,true
9513-turnir,Hungarian,turnír ∆,,1572.0,loan,true
9514-turnus,Hungarian,turnus,,1854.0,German,true
9515-turo,Hungarian,túró,,1152.0,,true
9516-turpissag,Hungarian,turpisság,,1598.0,Latin,true
9517-turul,Hungarian,turul,,1217.0,Turkic,true
9518-tus,Hungarian,tus¹,,1782.0,German,true
9519-tus,Hungarian,tus²,,1784.0,loan,true
9520-tus,Hungarian,tus³,,1878.0,French,true
9521-tus,Hungarian,tus⁴,,1900.0,loan,true
9522-tusa,Hungarian,tusa¹ ×,,1435.0,,true
9523-tusakodik,Hungarian,tusakodik,,1533.0,,true
9524-tusko,Hungarian,tuskó,,1472.0,derived word,true
9525-tusz,Hungarian,túsz,,1295.0,unknown,true
9526-tuszkol,Hungarian,tuszkol,,1787.0,derived word,true
9527-tutaj,Hungarian,tutaj,,1568.0,unknown,true
9528-tuti,Hungarian,tuti,,1904.0,loan,true
9529-tutor,Hungarian,tútor †,,1425.0,Latin,true
9530-tutyimutyi,Hungarian,tutyimutyi,,1824.0,compound,true
9531-tuzok,Hungarian,túzok,,1082.0,Chuvash,true
9532-tu,Hungarian,tű,,1395.0,derived word,true
9533-tucsok,Hungarian,tücsök,,1595.0,derived word,true
9534-tudo,Hungarian,tüdő,,1193.0,unknown,true
9535-tugy,Hungarian,tügy ∆,,1331.0,unknown,true
9536-tukor,Hungarian,tükör,,1215.0,Chuvash,true
9537-tukorszo,Hungarian,tükörszó,,1936.0,compound,true
9538-tukortojas,Hungarian,tükörtojás,,1899.0,German,true
9539-tulekedik,Hungarian,tülekedik,,1816.0,internal,true
9540-tull,Hungarian,tüll,,1831.0,international word,true
9541-tulok,Hungarian,tülök,,1560.0,,true
9542-tunder,Hungarian,tündér,,1416.0,,true
9543-tundoklik,Hungarian,tündöklik,,1513.0,derived word,true
9544-tunik,Hungarian,tűnik,,1260.0,unknown,true
9545-tunodik,Hungarian,tűnődik,,1712.0,derived word,true
9546-tuntet,Hungarian,tüntet,,1599.0,derived word,true
9547-tur,Hungarian,tűr¹,,1299.0,Chuvash,true
9548-tur,Hungarian,tűr²,,1525.0,Turkic,true
9549-turkiz,Hungarian,türkiz,,1525.0,Wanderwort,true
9550-tuske,Hungarian,tüske,,1410.0,,true
9551-tustent,Hungarian,tüstént,,1645.0,lexicalized inflected word-form,true
9552-tuszo,Hungarian,tüsző,,1510.0,Wanderwort,true
9553-tusszent,Hungarian,tüsszent,,1590.0,,true
9554-tutu,Hungarian,tütü,,1713.0,onomatopoetic,true
9555-tuz,Hungarian,tűz¹,,1508.0,Proto-Ugric,true
9556-tuz,Hungarian,tűz²,,1372.0,,true
9557-tuzetes,Hungarian,tüzetes,,1843.0,internal,true
9558-tuzfal,Hungarian,tűzfal,,1782.0,German,true
9559-uborka,Hungarian,uborka,,1405.0,,true
9560-uborkafa,Hungarian,uborkafa,,1666.0,,true
9561-uborkaszezon,Hungarian,uborkaszezon,,1893.0,German,true
9562-uccu,Hungarian,uccu,,1777.0,internal,true
9563-udvar,Hungarian,udvar,,1075.0,,true
9564-udvarnok,Hungarian,udvarnok ∆,,1075.0,,true
9565-ufo,Hungarian,ufó,,1972.0,international word,true
9566-ugar,Hungarian,ugar,,1299.0,Slavic,true
9567-ugat,Hungarian,ugat,,1372.0,onomatopoetic,true
9568-ugor,Hungarian,ugor,,1864.0,international word,true
9569-ugrifules,Hungarian,ugrifüles,,1820.0,compound,true
9570-ugrik,Hungarian,ugrik,,1548.0,unknown,true
9571-ugy,Hungarian,úgy,,1481.0,,true
9572-ugye,Hungarian,ugye,,1585.0,compound,true
9573-uhog,Hungarian,uhog ×,,1616.0,,true
9574-uj,Hungarian,uj †,,1347.0,Slavic,true
9575-uj,Hungarian,új,,1177.0,Proto-Finno-Ugric,true
9576-ujfent,Hungarian,újfent,,1838.0,compound,true
9577-ujj,Hungarian,ujj¹,,1372.0,,true
9578-ujj,Hungarian,ujj²,,1495.0,uncertain,true
9579-ujjongat,Hungarian,ujjongat ×,,1702.0,,true
9580-ukaz,Hungarian,ukáz ∆,,1711.0,German,true
9581-ukmukfukk,Hungarian,ukmukfukk,,1912.0,internal,true
9582-ukran,Hungarian,ukrán,,1916.0,backformation,true
9583-ulanus,Hungarian,ulánus ∆,,1749.0,,true
9584-ultimatum,Hungarian,ultimátum,,1792.0,international word,true
9585-ultimo,Hungarian,ultimó,,1814.0,,true
9586-umbrella,Hungarian,umbrella ∆,,1785.0,international word,true
9587-un,Hungarian,un,,1350.0,unknown,true
9588-uncia,Hungarian,uncia,,1533.0,Latin,true
9589-undokol,Hungarian,undokol †,,1405.0,,true
9590-undorodik,Hungarian,undorodik,,1626.0,,true
9591-uniformis,Hungarian,uniformis,,1753.0,,true
9592-unikornis,Hungarian,unikornis ∆,,1395.0,Latin,true
9593-unitarius,Hungarian,unitárius,,1638.0,Latin,true
9594-unoka,Hungarian,unoka,,1209.0,Slavic,true
9595-unszol,Hungarian,unszol,,1372.0,internal,true
9596-ur,Hungarian,úr,,1002.0,uncertain,true
9597-urbarium,Hungarian,urbárium ∆,,1570.0,Latin,true
9598-urbura,Hungarian,urbura †,,1249.0,,true
9599-urna,Hungarian,urna,,1693.0,Latin,true
9600-urvacsora,Hungarian,úrvacsora,,1583.0,compound,true
9601-uszaly,Hungarian,uszály,,1822.0,internal,true
9602-uszik,Hungarian,úszik,,1138.0,Proto-Uralic,true
9603-uszit,Hungarian,uszít,,1568.0,internal,true
9604-uszkar,Hungarian,uszkár,,1815.0,internal,true
9605-uszkuruc,Hungarian,uszkuruc ×,,1408.0,Slavic,true
9606-ut,Hungarian,út,,1055.0,Proto-Uralic,true
9607-utal,Hungarian,utal,,1416.0,derived word,true
9608-utal,Hungarian,utál,,1212.0,uncertain,true
9609-utan,Hungarian,után,,1372.0,change of word class,true
9610-utasit,Hungarian,utasít,,1745.0,derived word,true
9611-utca,Hungarian,utca,,1337.0,Slavic,true
